"id","from_id","owner_id","date","text","post_type","can_delete","can_pin","likes"
"3212","140696472","1570296","1314736600","С ПРИЕЗДОМ, ПИРОЖОК)","","0","0","1"
"3208","2225313","1570296","1314731042","ну чо, как там Ким?","","0","0","0"
"3201","2420112","1570296","1313693292","","","0","0","0"
"3183","2225313","1570296","1313606857","","","0","0","1"
"3182","2225313","1570296","1313605967","","","0","0","1"
"3174","1570296","1570296","1313501853","Пригласите на свадьбу. Охота Подраться.","","0","0","1"
"3172","2420112","1570296","1313208467","рот помой)","","0","0","0"
"3171","78763329","1570296","1313185915","Ярослав, тебя ожидает: Крепкая дружба! Кликни по шару, чтобы получить новое предсказание.https://vk.com/magicsphere?mid=1570296&from_id=78763329","","0","0","0"
"3166","140696472","1570296","1313182037","У вас хорошая коллективная помощь Вовке)))) молодцы)","","0","0","1"
"3165","2225313","1570296","1313175981","","","0","0","0"
"3164","1570296","1570296","1313161876","Сдается квартира на Вольской/Рабочей(обращаться в личку)","","0","0","2"
"3161","2225313","1570296","1313002280","","","0","0","0"
"3160","12420068","1570296","1312807092","задница))","","0","0","0"
"3149","2420112","1570296","1312284056","Сносим дома | Webpark - юмор картинки фото, приколы видео онлайн, комментарии к фотографиям","","0","0","1"
"3146","2420112","1570296","1312267478","","","0","0","1"
"3137","1570296","1570296","1311864261","","","0","0","1"
"3130","12420068","1570296","1311194303","","","0","0","1"
"3124","12420068","1570296","1311021741","","","0","0","1"
"3123","12420068","1570296","1311021629","","","0","0","1"
"3110","2420112","1570296","1311011457","заметано!","","0","0","0"
"3109","2420112","1570296","1310983637","тока что читал, хотел тебе кинуть))","","0","0","0"
"3106","12420068","1570296","1310884573","","","0","0","1"
"3103","12420068","1570296","1310850021","","","0","0","1"
"3101","12420068","1570296","1310724374","","","0","0","1"
"3099","32726318","1570296","1310585170","Ржу не могу))))))","","0","0","0"
"3098","1570296","1570296","1310415428","","","0","0","1"
"3095","2420112","1570296","1309455821","Сделай свою собственную песню от Барбары Стрэйзант!","","0","0","0"
"3094","47321439","1570296","1309440425","СМОЖЕТ ЛИ ЯРОСЛАВ КАСЬЯНЕНКО СДЕЛАТЬ ТАК, ЧТОБЫ ВЫ УЛЫБНУЛИСЬ, КОГДА ВАМ ПЛОХО?да без б ваще)))https://vk.com/postfriends?mid=1570296&from_id=47321439&loc=post","","0","0","0"
"3092","12420068","1570296","1309280854","","","0","0","1"
"3091","12420068","1570296","1309280825","=/////","","0","0","1"
"3090","12420068","1570296","1309280812","вот тебе получай каляки маляки","","0","0","1"
"3089","12420068","1570296","1309280788","бббеееееее","","0","0","1"
"3088","12420068","1570296","1309280733","","","0","0","1"
"3082","12334785","1570296","1308996505","Пирожки)) ПОЗДРАВЛЯЮ ВАС)","","0","0","1"
"3080","2225313","1570296","1308813512","","","0","0","0"
"3079","1570296","1570296","1308772148","Я считаю, что РУССКИЕ круче, чем РОССИЯНЕ","","0","0","2"
"3078","32726318","1570296","1308692195","","","0","0","1"
"3073","47321439","1570296","1308598817","","","0","0","0"
"3072","47321439","1570296","1308598791","","","0","0","1"
"3069","1570296","1570296","1308338610","","","0","0","1"
"3063","96167429","1570296","1308281794","От моей фермы Молоко в подарок. Присоединяйся!https://vk.com/app1895587_1570296?from_id=96167429&loc=view01items0slash0farm0slash0milk0uscore0wall0dot0png","","0","0","0"
"3059","1570296","1570296","1308263636","САМОДОВО́ЛЬНЫЙ, -ая, -ое; -лен, -льна. Полный довольства, любования самим собой, выражающий довольство собой.","","0","0","0"
"3050","3892368","1570296","1308002340","","","0","0","1"
"3049","1969305","1570296","1307965971","","","0","0","0"
"3048","12420068","1570296","1307800555","","","0","0","1"
"3047","78763329","1570296","1307642845","Ярослав, тебя ожидает: Дружба навеки! Кликни по шару, чтобы получить новое предсказание.https://vk.com/magicsphere?mid=1570296&from_id=78763329","","0","0","0"
"3043","1570296","1570296","1307307692","Ненавижу лицемеров","","0","0","5"
"3041","2225313","1570296","1307188798","","","0","0","0"
"3037","2225313","1570296","1307183872","","","0","0","0"
"3035","32726318","1570296","1307175904","","","0","0","0"
"3023","1570296","1570296","1306999663","ДПНИ Лента новостей. Последние новости экономики, криминала, политики","","0","0","0"
"3021","2420112","1570296","1306924606","","","0","0","0"
"3009","1570296","1570296","1306503270","я хрюша","","0","0","1"
"3007","1570296","1570296","1306499785","люблю","","0","0","2"
"2987","2225313","1570296","1306128879","дай акустику погонять","","0","0","0"
"2974","6318700","1570296","1305922998","","","0","0","0"
"2971","2420112","1570296","1305727390","","","0","0","1"
"2969","2420112","1570296","1305726811","","","0","0","0"
"2968","12420068","1570296","1305580660","оставить с компом тебя одного нельзя","","0","0","2"
"2967","12420068","1570296","1305580141","Если бы не обновления в контакте я б даже не увидела свое СП О.о","","0","0","0"
"2960","2225313","1570296","1305456691","","","0","0","1"
"2958","28083215","1570296","1305369457","https://vk.com/podarki?mid=1570296&from_id=28083215&loc=467","","0","0","0"
"2955","2225313","1570296","1305020177","","","0","0","4"
"2951","55429204","1570296","1304946966","С днем Победы поздравляю,Неба мирного желаю,Чтобы люди не стреляли,Никогда не воевали.Ведь важней всего на свете,Это знают даже дети,Чтоб в согласьи жили люди,И тогда войны не будет.https://vk.com/glowcards?mid=1570296&from_id=55429204&loc=pc2206490","","0","0","0"
"2949","2420112","1570296","1304883994","Единая Россия - партия жуликов и воров","","0","0","1"
"2947","14533327","1570296","1304763780","","","0","0","0"
"2946","32726318","1570296","1304626373","","","0","0","0"
"2945","2420112","1570296","1304575699","","","0","0","2"
"2943","2420112","1570296","1304572480","","","0","0","1"
"2942","32726318","1570296","1304508912","","","0","0","0"
"2941","2225313","1570296","1304433707","","","0","0","0"
"2940","2225313","1570296","1304433672","","","0","0","0"
"2939","47321439","1570296","1304431845","","","0","0","0"
"2930","2420112","1570296","1304067217","","","0","0","1"
"2928","12420068","1570296","1304022919","","","0","0","1"
"2927","32726318","1570296","1304021744","","","0","0","0"
"2926","5560844","1570296","1304000422","","","0","0","0"
"2919","2420112","1570296","1303969282","","","0","0","2"
"2912","9108004","1570296","1303927154","","","0","0","0"
"2911","9108004","1570296","1303927145","","","0","0","2"
"2907","47321439","1570296","1303833545","http://vkontakte.ru/note47321439_11083795","","0","0","0"
"2903","1570296","1570296","1303816337","В стране тотальная коррупция, русские вымирают, хачье нас заполоняет, весь﻿ Кавказ бля кормим, Кадыров гнида на долларах танцует, а наши бабульки с протянутой рукой стоят в метро, гречка скоро как икра будет стоить, вода минеральная дороже пива стоит, дороги в стране все разъёбанные, теракты в стране каждые полгода, право слова нету ни хуя, кругом одни пиздаболы, наркоманы и хачи. http://www.youtube.com/user/14mihail88","","0","0","1"
"2902","32726318","1570296","1303759804","","","0","0","1"
"2901","28083215","1570296","1303751074","https://vk.com/flower_cards?mid=1570296&from_id=28083215&loc=161820789ih003d687474703a2f2f6373353232332e766b6f6e74616b74652e72752f7536343530363838312f3133333131353434332f785f64373131626639652e6a7067","","0","0","0"
"2900","2387203","1570296","1303620400","С пасхой)https://vk.com/podarki?mid=1570296&from_id=2387203&loc=1707","","0","0","1"
"2899","12420068","1570296","1303590185","","","0","0","1"
"2898","32726318","1570296","1303292736","Че за ГОВНО на моей стене??)","","0","0","0"
"2895","13228996","1570296","1302949043","Меня только что оценили круче, чем Ярослав Касьяненко! Зайди и узнай, что говорят о тебе твои друзья!https://vk.com/flirtomaniya?mid=1570296&from_id=13228996&loc=9qjoyro05qkncnggddnn0060vlaa05iyccgaybk92qa7ut0gqgm0k9x108a1ced00djkkh0kagfje0kcilcb9lk9pvmggnbny02jg0fld","","0","0","0"
"2894","32726318","1570296","1302896414","","","0","0","1"
"2884","12420068","1570296","1302810664","","","0","0","1"
"2880","2420112","1570296","1302716689","","","0","0","1"
"2879","54921634","1570296","1302716590","кстати, последняя фота с черным бампером и черной решеткой))","","0","0","1"
"2878","2420112","1570296","1302716138","","","0","0","0"
"2876","54921634","1570296","1302631289","так без отражателя если делать вообще","","0","0","0"
"2875","54921634","1570296","1302612862","","","0","0","2"
"2874","54921634","1570296","1302612828","","","0","0","0"
"2873","54921634","1570296","1302612811","","","0","0","0"
"2872","5750042","1570296","1302543000","Анжелика только что ответила на вопрос о тебе. Узнай, что она сказала! http://vkontakte.ru/provoker","","0","0","0"
"2871","2420112","1570296","1302536131","","","0","0","2"
"2870","2225313","1570296","1302528221","","","0","0","0"
"2867","2225313","1570296","1302372761","","","0","0","2"
"2866","2225313","1570296","1302372724","","","0","0","1"
"2864","2225313","1570296","1302372624","","","0","0","0"
"2863","32726318","1570296","1302298649","","","0","0","0"
"2862","3681689","1570296","1302270073","йеее)) Спасибо,Ярриик))","","0","0","0"
"2860","2420112","1570296","1302239419","","","0","0","1"
"2856","47321439","1570296","1301944108","","","0","0","3"
"2855","2420112","1570296","1301861194","","","0","0","1"
"2854","12420068","1570296","1301835936","","","0","0","1"
"2853","12420068","1570296","1301835699","Анастасия только что ответила на вопрос о тебе. Узнай, что она сказала! http://vkontakte.ru/app2218739","","0","0","0"
"2848","32726318","1570296","1301688964","","","0","0","0"
"2847","32726318","1570296","1301688904","","","0","0","0"
"2846","2420112","1570296","1301602280","у тебя шнурок развязался","","0","0","3"
"2844","12420068","1570296","1301599328","","","0","0","1"
"2843","2420112","1570296","1301597906","","","0","0","0"
"2838","54921634","1570296","1301494106","","","0","0","0"
"2834","2225313","1570296","1301252843","пошли в четверг в мафию рубиться, козел","","0","0","0"
"2832","12420068","1570296","1301178254","","","0","0","1"
"2826","12420068","1570296","1301132760","жесть XDXDXDищи мою тачку около клуба)клуба юных техников)","","0","0","1"
"2824","32726318","1570296","1301089135","","","0","0","1"
"2823","12420068","1570296","1301087888","","","0","0","1"
"2822","12420068","1570296","1301087142","","","0","0","1"
"2819","14533327","1570296","1301050961","Здарова,Ярило. Что на физру не пришел седня?","","0","0","0"
"2818","32726318","1570296","1301003053",";))))))","","0","0","2"
"2810","12420068","1570296","1300530873","крутая музыка","","0","0","2"
"2806","2225313","1570296","1300472412","","","0","0","0"
"2805","1570296","1570296","1300459133","Fugazi","","0","0","1"
"2803","12708002","1570296","1300266788","Ярослав, тебя ожидает: Достижение высокой цели! Кликни по шару, чтобы получить новое предсказание.https://vk.com/magicsphere?mid=1570296&from_id=12708002","","0","0","0"
"2800","1570296","1570296","1300136133","Настя, перестань","","0","0","1"
"2798","20651925","1570296","1300056281","Спасибо большое за поздравление!)) Мне оочень приятно было получить его от тебя!*","","0","0","0"
"2795","2225313","1570296","1299937024","","","0","0","0"
"2785","1570296","1570296","1299920921","Завтра на выборы, голосуем за все кроме ЕдРо= )","","0","0","1"
"2778","1570296","1570296","1299851547","","","0","0","4"
"2772","12420068","1570296","1299785439","","","0","0","2"
"2740","2225313","1570296","1299662511","ты обязан научить Настю ценить и слушать то,что действительно является музыкой!!!","","0","0","3"
"2719","12420068","1570296","1299573452","","","0","0","2"
"2715","1570296","1570296","1299570296","Девушки, больших сисек вам!с 8 марта!!!!!!!!!!","","0","0","8"
"2713","2225313","1570296","1299491911","","","0","0","1"
"2707","2225313","1570296","1299234020","","","0","0","0"
"2706","2420112","1570296","1299227340","даже не у генезис сперли, а у реперов американских)ну а те у генезис)","","0","0","0"
"2705","2420112","1570296","1299227231","","","0","0","0"
"2690","2420112","1570296","1298875655","","","0","0","2"
"2676","2420112","1570296","1298840854","у тебя на стене седня тусня)","","0","0","2"
"2658","21188051","1570296","1298833779","никак а у тебя?","","0","0","0"
"2650","12420068","1570296","1298829860","я аж испугалась когда это увидела","","0","0","0"
"2644","3892368","1570296","1298827825","","","0","0","0"
"2634","3892368","1570296","1298806920","","","0","0","0"
"2632","3892368","1570296","1298806011","потому что ты козел)хоть и милый)","","0","0","0"
"2631","3892368","1570296","1298805564","","","0","0","1"
"2630","12420068","1570296","1298804652","крутая песня","","0","0","1"
"2622","12420068","1570296","1298645721","","","0","0","0"
"2621","1570296","1570296","1298640989","Тоска-Устала,бегала за козой","","0","0","1"
"2619","28083215","1570296","1298464245","https://vk.com/app1807808_1570296?from_id=28083215&loc=httppfxucs10891dotvkontaktedotruslau59411335sla112087400slaxunda692db7fdotjpg","","0","0","1"
"2617","2420112","1570296","1298452624","","","0","0","1"
"2616","2094578","1570296","1298451368","с праздником!:)","","0","0","0"
"2615","21188051","1570296","1298391529","посмотри коментарий к твоему поздравлению =Ъ","","0","0","0"
"2614","21188051","1570296","1298382965","спасибо ёп)))))))) =Ъ","","0","0","0"
"2612","2420112","1570296","1298302474","","","0","0","1"
"2608","1570296","1570296","1298238200","иващ какой же ты осел))))))))))","","0","0","1"
"2606","2225313","1570296","1298233914","","","0","0","0"
"2574","3143642","1570296","1298133535","Хочется тебя из друзей удалить, чтоб этого не видеть..)","","0","0","0"
"2570","8080002","1570296","1298115428","ты наспор побрился?)","","0","0","0"
"2559","12420068","1570296","1298067250","о Боже, что за ава....","","0","0","0"
"2554","12420068","1570296","1298064455","","","0","0","1"
"2550","2225313","1570296","1298024377","","","0","0","0"
"2549","1570296","1570296","1298024006","Lake Of Tears Raven Land","","0","0","0"
"2548","1570296","1570296","1298022732","Вивальди - Летняя гроза (Времена года)","","0","0","2"
"2546","2225313","1570296","1298019406","","","0","0","1"
"2543","12420068","1570296","1297971108","хах)","","0","0","0"
"2542","12420068","1570296","1297971096","","","0","0","0"
"2541","2225313","1570296","1297969664","вот те еще длинная охуеть!))","","0","0","1"
"2536","12420068","1570296","1297943652","","","0","0","2"
"2526","2225313","1570296","1297801847","","","0","0","3"
"2524","2225313","1570296","1297796277","","","0","0","1"
"2523","12550477","1570296","1297795517","Будешь моим казначеем?https://vk.com/myrailroad?mid=1570296&from_id=12550477","","0","0","0"
"2515","2225313","1570296","1297777541","в пятницу идем играть в мафию бля!!","","0","0","0"
"2513","3619933","1570296","1297749469","Спасибо Ярик, а сможешь обновить 1С?? )","","0","0","0"
"2512","1570296","1570296","1297719912","А вы знаете Кто такой Рокко Зифредди?))","","0","0","0"
"2505","47321439","1570296","1297716409","","","0","0","0"
"2504","28083215","1570296","1297712025","Не забудь отправить открытки друзьям! http://vkontakte.ru/app1808497https://vk.com/flower_cards?mid=1570296&from_id=28083215&loc=64408777","","0","0","0"
"2496","12420068","1570296","1297601203","","","0","0","0"
"2495","2225313","1570296","1297597965","","","0","0","0"
"2492","2225313","1570296","1297542956","","","0","0","0"
"2491","2225313","1570296","1297541888","","","0","0","0"
"2489","55429204","1570296","1297351239","Присоединяйся к игре!https://vk.com/farmandi?mid=1570296&from_id=55429204&loc=farmandia","","0","0","0"
"2486","12420068","1570296","1297284461","","","0","0","0"
"2482","12420068","1570296","1297277754","","","0","0","2"
"2480","2420112","1570296","1297236271","","","0","0","0"
"2466","1570296","1570296","1297196369","[id3143642|Виктория], не заходить пару месяцев насколько я знаю","","0","0","0"
"2463","2387203","1570296","1297195573","","","0","0","0"
"2460","2420112","1570296","1297154617","","","0","0","0"
"2456","1570296","1570296","1297031161","Каролина- мама, всё ок!","","0","0","0"
"2455","1570296","1570296","1297030767","Marky Mark - Good Vibrations","","0","0","0"
"2450","16499061","1570296","1296945130","да-да)))рок-звезда!","","0","0","0"
"2449","32726318","1570296","1296907244","Яр, посмотри.. Это ДОЛЖЕН видеть КАЖДЫ Русский ! ! !","","0","0","0"
"2438","1570296","1570296","1296847028","сессия закрыта, бля!","","0","0","0"
"2437","2387203","1570296","1296845048","спасибо, солнышко*)","","0","0","0"
"2435","2225313","1570296","1296825989","Петроцца жесть изменился))) толстый стал собака)","","0","0","1"
"2433","1570296","1570296","1296825193","Kreator - Hordes Of Chaos / Phobia","","0","0","0"
"2417","2225313","1570296","1296676374","","","0","0","0"
"2416","1570296","1570296","1296656164","","","0","0","2"
"2412","2225313","1570296","1296591408","яра он пиздит!!!","","0","0","1"
"2411","3892368","1570296","1296591012","Андрюха просил прислать тебе песню)он сам стесняется сознаться в своих чувствах к тебе","","0","0","1"
"2395","3892368","1570296","1296588972","ну что, когда ты сдашь то все? я играть хочу","","0","0","0"
"2394","1570296","1570296","1296588789","йори-йори","","0","0","1"
"2390","2225313","1570296","1296551375","","","0","0","0"
"2389","46438193","1570296","1296549022","спасибо)","","0","0","0"
"2388","1570296","1570296","1296303457","Вынос Путина - опрос общественного мнения","","0","0","2"
"2377","1570296","1570296","1296236224","Kreator-Hordes Of Chaos","","0","0","1"
"2373","2420112","1570296","1296219232","че, в армию терь?","","0","0","0"
"2372","12420068","1570296","1296218383","ппц О.о один косяк?","","0","0","0"
"2371","12420068","1570296","1296205440","","","0","0","0"
"2370","2225313","1570296","1296159230","","","0","0","2"
"2368","12420068","1570296","1296153569","","","0","0","1"
"2367","2225313","1570296","1296144168","","","0","0","0"
"2363","2225313","1570296","1296075975","","","0","0","0"
"2362","2225313","1570296","1296073028","","","0","0","0"
"2354","1570296","1570296","1296071060","[id2420112|Максим Малюгин] как насчет того чтобы ебануть на концерт какой нить в след году?)))","","0","0","0"
"2349","1570296","1570296","1296070517","[id2225313|Андрей Иващенко] ебет гусей","","0","0","0"
"2348","2225313","1570296","1296068472","","","0","0","1"
"2342","1570296","1570296","1295994234","I want to kill you","","0","0","1"
"2337","1570296","1570296","1295987940","I want to kill youTake away your lifeIn torture as you dieI want to kill youYour death I want to feelCreate your corpse in murder fantasies","","0","0","3"
"2333","2225313","1570296","1295954571","","","0","0","0"
"2326","2225313","1570296","1295902804","","","0","0","0"
"2319","1570296","1570296","1295884121","Заебали своими терактами","","0","0","4"
"2313","1570296","1570296","1295823582","Что прекрасного в фекалиях?","","0","0","1"
"2308","2225313","1570296","1295818860","","","0","0","2"
"2305","2225313","1570296","1295818080","","","0","0","0"
"2293","2420112","1570296","1295718600","","","0","0","2"
"2291","2420112","1570296","1295715354","","","0","0","1"
"2285","4338025","1570296","1295647540","Не чистый блюз, но близко :)","","0","0","1"
"2279","54921634","1570296","1295543465","нраица формы???????)))))))))))))))))))))))))","","0","0","0"
"2278","6318700","1570296","1295457488","и ты почитай","","0","0","0"
"2276","2420112","1570296","1295381805","","","0","0","1"
"2272","2225313","1570296","1295290765","","","0","0","1"
"2267","2225313","1570296","1295206492","","","0","0","1"
"2264","4338025","1570296","1295197480","","","0","0","1"
"2262","2225313","1570296","1295182369","как ты любишь)) XDDDD","","0","0","0"
"2255","2225313","1570296","1295043112","","","0","0","0"
"2254","2225313","1570296","1295034203","","","0","0","1"
"2253","4338025","1570296","1295032952","","","0","0","1"
"2241","12550477","1570296","1294953508","Будешь моим машинистом?https://vk.com/myrailroad?mid=1570296&from_id=12550477","","0","0","0"
"2240","2420112","1570296","1294900483","Я узнал ""Какое ты животное""https://vk.com/app1902891_1570296?from_id=2420112&loc=3","","0","0","0"
"2237","2730570","1570296","1294871353","Я узнала ""Какой ты герой ""Властелина колец""""https://vk.com/app1902891_1570296?from_id=2730570&loc=25","","0","0","0"
"2236","2730570","1570296","1294870937","Я узнала ""Кто ты по профессии""https://vk.com/app1902891_1570296?from_id=2730570&loc=1","","0","0","0"
"2233","2730570","1570296","1294870478","Я узнала ""Какой ты современный политический лидер""https://vk.com/app1902891_1570296?from_id=2730570&loc=42","","0","0","0"
"2225","2730570","1570296","1294869348","Я узнала ""Кем ты был в прошлой жизни""https://vk.com/app1902891_1570296?from_id=2730570&loc=15","","0","0","1"
"2219","1570296","1570296","1294854588","Только трус не играет в хоккей : )","","0","0","3"
"2215","3143642","1570296","1294775537","боже, ну что ты такой.. лысый?))))))))","","0","0","1"
"2209","7742097","1570296","1294740391","Яр а где новогодние фотки?","","0","0","0"
"2202","2225313","1570296","1294693282","","","0","0","0"
"2197","90811110","1570296","1294692521","очень мило не правда ли???)) мне нравиться!!!","","0","0","0"
"2193","12871099","1570296","1294689738","еее, точняк=))""у меня была собачка по кличке Бинго!""","","0","0","0"
"2178","1570296","1570296","1294687053","бля ржунимагу, если чо это иващ))))))))))))","","0","0","1"
"2173","19068535","1570296","1294662749","Добавляйся в мою команду!https://vk.com/app1978495_1570296?from_id=19068535&loc=invite","","0","0","0"
"2172","2225313","1570296","1294661706","ебать какой же ты осёл","","0","0","1"
"2171","32726318","1570296","1294609338","НАШ ответ Лизгинке;)) и вот еще http://vkontakte.ru/club19368394","","0","0","1"
"2170","1570296","1570296","1294522250","Kiss - Live In Rio, Brazil 1983","","0","0","0"
"2166","1570296","1570296","1294478262","KISS - I Just Wanna ","","0","0","0"
"2165","1570296","1570296","1294478095","KISS - Uh! All Night","","0","0","0"
"2163","2225313","1570296","1294474905","","","0","0","0"
"2159","1570296","1570296","1294414435","Санки","","0","0","0"
"2155","12420068","1570296","1294353616","И тебя с РОждеством, Яр))))","","0","0","0"
"2154","1570296","1570296","1294344352","Теххи Шекк","","0","0","0"
"2150","1570296","1570296","1294339858","Ты сама как стадион","","0","0","0"
"2147","10448262","1570296","1294314149","я так угарал када услышал))","","0","0","1"
"2142","2225313","1570296","1294222740","","","0","0","0"
"2130","5560844","1570296","1293794924","С Наступающим новым годом Египтянин))https://vk.com/gameforyou?mid=1570296&from_id=5560844&loc=2q746","","0","0","2"
"2117","47321439","1570296","1293574594","ВАШЕ ПЕРВОЕ ВПЕЧАТЛЕНИЕ О ЯРОСЛАВЕ КАСЬЯНЕНКО?чо за патлач?! :Dhttps://vk.com/postfriends?mid=1570296&from_id=47321439&loc=post","","0","0","0"
"2116","2387203","1570296","1293569817","","","0","0","0"
"2114","47321439","1570296","1293554124",":D:D:D","","0","0","0"
"2109","1570296","1570296","1293488656","а вы бухаете на нг? = )","","0","0","0"
"2108","90811110","1570296","1293488369","","","0","0","0"
"2093","1570296","1570296","1293468508","Суки, засудили Ходорковского!","","0","0","0"
"2076","2225313","1570296","1293383088","заебу тебя антраксом!!","","0","0","0"
"2073","12708002","1570296","1293362977","Ярослав, тебя ожидает: Исполнение желаний! Кликни по шару, чтобы получить новое предсказание.https://vk.com/magicsphere?mid=1570296&from_id=12708002","","0","0","1"
"2072","2225313","1570296","1293312662","","","0","0","1"
"2071","2225313","1570296","1293312623","","","0","0","0"
"2068","1570296","1570296","1293308679","Эй, нигер, рэп это кал!","","0","0","2"
"2066","2225313","1570296","1293306036","","","0","0","2"
"2058","2225313","1570296","1293221872","","","0","0","0"
"2055","6145316","1570296","1293199874","ты лучше антрах посмотри у мя последнюю в видосах) она в 100 раз круче твоей! умя качество хддд=)","","0","0","0"
"2050","2420112","1570296","1293175997","","","0","0","0"
"2049","1570296","1570296","1293175235","Anthrax - Got The Time","","0","0","1"
"2044","2225313","1570296","1293114238","","","0","0","1"
"2036","7818480","1570296","1292969627","","","0","0","0"
"2026","1570296","1570296","1292965560","Гаянэ Маркосян удалилась из друзей :(","","0","0","0"
"2025","1570296","1570296","1292949716","","","0","0","3"
"2019","1570296","1570296","1292884981","Путин про Россию для Русских","","0","0","2"
"2018","12708002","1570296","1292881674","спасибо огромное)))))))))))))))))","","0","0","0"
"2015","31616116","1570296","1292716440","Не спим, слушаем хорошие песенки)","","0","0","0"
"2000","3892368","1570296","1292412889","","","0","0","1"
"1988","12420068","1570296","1292272855","Лысый Яра О.о","","0","0","0"
"1980","2420112","1570296","1292262840","","","0","0","0"
"1979","2387203","1570296","1292261818","Господи. я не узнаю вас в гриме)) Вы ли это, молодой человек?","","0","0","0"
"1972","26792511","1570296","1292246258","за что ты так с собои:(((((((((((((((","","0","0","0"
"1970","2420112","1570296","1292236845","","","0","0","0"
"1964","90811110","1570296","1292194370","хмммм.... ты знаешь мне надо посоветоваться с падре))) нет понимашья выгораживала тебя как могла а ты..... эээхх... что за мужики пошли))ахах","","0","0","0"
"1962","90811110","1570296","1292193352","хееей))) может я и мафия но предатель ты!!!))) как ты мог??????!!!!))) хаха","","0","0","0"
"1954","90811110","1570296","1292190602","я знаю ты мафия!))) и еще предатель!!))))","","0","0","0"
"1937","2225313","1570296","1292103728","","","0","0","0"
"1936","21188051","1570296","1292081544","а кем?спасибо от неё)","","0","0","0"
"1935","21188051","1570296","1292080508","и куда ты потом пойдшь работать?","","0","0","0"
"1934","21188051","1570296","1292079880","хорошо), сижу вот у подружки на дне рождении) ооу сессия хДне повезло)а на кого ты учишься? на программиста?","","0","0","0"
"1933","2225313","1570296","1292079614","","","0","0","1"
"1931","1570296","1570296","1292077015","Лежу на диване,на собственной жене  одеяло прилипло к жопе  Я делаю сына русской земле  На зло буржуазной Европе!","","0","0","1"
"1930","21188051","1570296","1292076960","привет) как поживаешь?","","0","0","0"
"1925","2420112","1570296","1291976683","","","0","0","0"
"1924","47321439","1570296","1291919026","сиськи-письки шоу :D","","0","0","0"
"1923","26792511","1570296","1291918790","","","0","0","0"
"1921","1570296","1570296","1291868929","Круши все на *уй!","","0","0","1"
"1920","32726318","1570296","1291735911","Послушай... ;)","","0","0","1"
"1919","32726318","1570296","1291735890","","","0","0","1"
"1914","32726318","1570296","1291493708","","","0","0","1"
"1908","8080002","1570296","1291413905","нормально, там еще высохли)","","0","0","0"
"1902","2225313","1570296","1291412091","","","0","0","0"
"1892","50280587","1570296","1291384329",")))))))) здорова!!)))","","0","0","0"
"1879","75209056","1570296","1291326723","Давай сыграем В Дурака!https://vk.com/durak_game?mid=1570296&from_id=75209056","","0","0","0"
"1878","75209056","1570296","1291326600","Давай сыграем В Дурака!https://vk.com/durak_game?mid=1570296&from_id=75209056","","0","0","0"
"1877","32726318","1570296","1291233887","","","0","0","1"
"1876","12550477","1570296","1291196313","https://vk.com/avatar?mid=1570296&from_id=12550477&loc=89173584","","0","0","1"
"1870","1570296","1570296","1291068272","http://vkontakte.ru/club21902176 Товарищи Русские, вступаем в группу","","0","0","1"
"1869","18922715","1570296","1291066737","","","0","0","0"
"1868","8002706","1570296","1291014105","Будешь моим машинистом?https://vk.com/myrailroad?mid=1570296&from_id=8002706","","0","0","0"
"1867","8002706","1570296","1290895879","Будешь моим машинистом?https://vk.com/myrailroad?mid=1570296&from_id=8002706","","0","0","0"
"1866","8002706","1570296","1290875648","Будешь моим машинистом?https://vk.com/myrailroad?mid=1570296&from_id=8002706","","0","0","0"
"1865","8002706","1570296","1290867395","Будешь моим машинистом?https://vk.com/myrailroad?mid=1570296&from_id=8002706","","0","0","0"
"1864","2225313","1570296","1290866071","","","0","0","0"
"1862","2225313","1570296","1290806003","","","0","0","0"
"1860","2420112","1570296","1290791177","киркоров и император палпатин","","0","0","2"
"1859","2225313","1570296","1290634045","Пьер обзавидуется!)","","0","0","0"
"1858","2225313","1570296","1290633718","и на басу и особенно на барабанах!! по бочке стучать))","","0","0","0"
"1857","2225313","1570296","1290633492","","","0","0","0"
"1855","2225313","1570296","1290633001","конечно! и я могу тебе это доказать!","","0","0","0"
"1853","2225313","1570296","1290369330","Dave Mustaine sings to intro riffs - BBC","","0","0","1"
"1852","23731789","1570296","1290336735","на бэках.нет не с мальчикам","","0","0","0"
"1851","23731789","1570296","1290336409","Да, но не с девочками.","","0","0","0"
"1850","23731789","1570296","1290335196","да, Хорошо....не болею.","","0","0","0"
"1849","23731789","1570296","1290334631","Да не за что)))))))))))))))))","","0","0","0"
"1848","23731789","1570296","1290283015","С ПРошедшим Днём Рождением)))))))))","","0","0","0"
"1821","1969305","1570296","1290024025","ЗАЦЕНИ!!!!! ;)","","0","0","0"
"1820","3143642","1570296","1289938382","С Днем рождения тебя!!!! Хочу пожелать, чтоб ты нашел свой путь в жизни. И был счастливым ^_^","","0","0","0"
"1819","8128168","1570296","1289936659","С днём рождения!","","0","0","0"
"1818","2754273","1570296","1289936239","С Днём Рождения!","","0","0","0"
"1817","32726318","1570296","1289934648","Эта тачка тебе чувак в твой день Варенья!!! Ручной сборки;)))   А вообще, будь здоров и счастлив! ! ! ! ;))https://vk.com/podarki?mid=1570296&from_id=32726318&loc=621","","0","0","0"
"1816","37927572","1570296","1289934060","С Днюхой, Яр!!!!!","","0","0","0"
